# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 23 19:49:13 2017
#
# CONSTRAINT:  where (pl_radj not null
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj
2023,Kepler-256,d,Transit,4,5.83917200,0.064000,,,,,0.221
2024,Kepler-256,e,Transit,4,10.68157200,0.096000,,,,,0.210
2025,Kepler-257,b,Transit,3,2.38266700,0.034000,,,,,0.233
2026,Kepler-257,c,Transit,3,6.58148400,0.066000,,,,,0.483
2027,Kepler-257,d,Transit,3,24.66455100,0.160000,,,,,0.442
2028,Kepler-258,b,Transit,2,13.19722000,0.103000,,,,,0.362
2029,Kepler-258,c,Transit,2,33.65307900,0.193000,,,,,0.322
2030,Kepler-259,b,Transit,2,8.11531700,0.079000,,,,,0.250
2031,Kepler-259,c,Transit,2,36.92493100,0.217000,,,,,0.241
2032,Kepler-26,b,Transit,4,12.28000000,,,,0.01611,Mass,0.248
2033,Kepler-26,c,Transit,4,17.25590000,,,,0.01951,Mass,0.243
2034,Kepler-26,d,Transit,4,3.54391900,0.039000,,,,,0.095
2035,Kepler-26,e,Transit,4,46.82791500,0.220000,,,,,0.215
2036,Kepler-260,b,Transit,2,8.18739900,0.075000,,,,,0.179
2037,Kepler-260,c,Transit,2,76.05017800,0.332000,,,,,0.155
2038,Kepler-261,b,Transit,2,10.38122700,0.088000,,,,,0.194
2039,Kepler-261,c,Transit,2,24.57085800,0.156000,,,,,0.178
2040,Kepler-262,b,Transit,2,13.06085500,0.108000,,,,,0.121
2041,Kepler-262,c,Transit,2,21.85372200,0.152000,,,,,0.146
2042,Kepler-263,b,Transit,2,16.56808700,0.120000,,,,,0.238
2043,Kepler-263,c,Transit,2,47.33277300,0.242000,,,,,0.220
2044,Kepler-264,b,Transit,2,40.80623100,0.249000,,,,,0.297
2045,Kepler-264,c,Transit,2,140.10126100,0.566000,,,,,0.252
2046,Kepler-265,b,Transit,4,6.84626200,0.069000,,,,,0.166
2047,Kepler-265,c,Transit,4,17.02893700,0.127000,,,,,0.235
2048,Kepler-265,d,Transit,4,43.13061700,0.236000,,,,,0.222
2049,Kepler-265,e,Transit,4,67.83102400,0.319000,,,,,0.231
2050,Kepler-266,b,Transit,2,6.61833000,0.071000,,,,,0.221
2051,Kepler-266,c,Transit,2,107.72360100,0.457000,,,,,0.347
2052,Kepler-267,b,Transit,3,3.35372800,0.037000,,,,,0.177
2053,Kepler-267,c,Transit,3,6.87745000,0.060000,,,,,0.190
2054,Kepler-267,d,Transit,3,28.46451500,0.154000,,,,,0.203
2055,Kepler-268,b,Transit,2,25.93413800,0.180000,,,,,0.227
2056,Kepler-268,c,Transit,2,83.44639300,0.391000,,,,,0.302
2057,Kepler-269,b,Transit,2,5.32671800,0.061000,,,,,0.220
2058,Kepler-269,c,Transit,2,8.12789900,0.081000,,,,,0.151
2059,Kepler-27,b,Transit,2,15.33480000,0.118000,,,9.11000,Mass,0.357
2060,Kepler-27,c,Transit,2,31.33090000,0.191000,,,13.80000,Mass,0.437
2061,Kepler-270,b,Transit,2,11.47609400,0.107000,,,,,0.179
2062,Kepler-270,c,Transit,2,25.26288700,0.180000,,,,,0.158
2063,Kepler-271,b,Transit,3,5.21773800,0.056000,,,,,0.079
2064,Kepler-271,c,Transit,3,7.41093500,0.071000,,,,,0.089
2065,Kepler-271,d,Transit,3,5.24972541,,,,,,0.059
2066,Kepler-272,b,Transit,3,2.97135300,0.038000,,,,,0.128
2067,Kepler-272,c,Transit,3,6.05734200,0.061000,,,,,0.160
2068,Kepler-272,d,Transit,3,10.93730400,0.091000,,,,,0.201
2069,Kepler-273,b,Transit,2,2.93653200,0.037000,,,,,0.134
2070,Kepler-273,c,Transit,2,8.01492700,0.073000,,,,,0.177
2071,Kepler-274,b,Transit,2,11.63478800,0.101000,,,,,0.137
2072,Kepler-274,c,Transit,2,33.19786100,0.204000,,,,,0.164
2073,Kepler-275,b,Transit,3,10.30068200,0.098000,,,,,0.209
2074,Kepler-275,c,Transit,3,16.08813400,0.132000,,,,,0.302
2075,Kepler-275,d,Transit,3,35.67606200,0.224000,,,,,0.297
2076,Kepler-276,b,Transit,3,14.12841000,0.119000,,,,,0.256
2077,Kepler-276,c,Transit,3,31.88400000,,,,0.05200,Mass,0.259
2078,Kepler-276,d,Transit,3,48.64800000,,,,0.05100,Mass,0.250
2079,Kepler-277,b,Transit,2,17.32400000,,,,0.27500,Mass,0.261
2080,Kepler-277,c,Transit,2,33.00600000,,,,0.20200,Mass,0.300
2081,Kepler-278,b,Transit,2,30.16054600,0.207000,,,,,0.363
2082,Kepler-278,c,Transit,2,51.07877500,0.294000,,,,,0.320
2083,Kepler-279,b,Transit,3,12.30968100,0.112000,,,,,0.323
2084,Kepler-279,c,Transit,3,35.73600000,,,,0.15500,Mass,0.384
2085,Kepler-279,d,Transit,3,54.41400000,,,,0.11800,Mass,0.277
2086,Kepler-28,b,Transit,2,5.91230000,0.062000,,,1.51000,Mass,0.321
2087,Kepler-28,c,Transit,2,8.98580000,0.081000,,,1.36000,Mass,0.303
2088,Kepler-280,b,Transit,2,2.13954200,0.032000,,,,,0.129
2089,Kepler-280,c,Transit,2,4.80709100,0.056000,,,,,0.179
2090,Kepler-281,b,Transit,2,14.64600800,0.117000,,,,,0.252
2091,Kepler-281,c,Transit,2,36.33737300,0.215000,,,,,0.474
2092,Kepler-282,b,Transit,4,9.22052400,0.082000,,,,,0.090
2093,Kepler-282,c,Transit,4,13.63872300,0.106000,,,,,0.107
2094,Kepler-282,d,Transit,4,24.80600000,,,,0.19200,Mass,0.219
2095,Kepler-282,e,Transit,4,44.34700000,,,,0.17700,Mass,0.277
2096,Kepler-283,b,Transit,2,11.00815100,0.082000,,,,,0.190
2097,Kepler-283,c,Transit,2,92.74371100,0.341000,,,,,0.162
2098,Kepler-284,b,Transit,2,12.69914900,0.104000,,,,,0.200
2099,Kepler-284,c,Transit,2,37.51445600,0.213000,,,,,0.233
2100,Kepler-285,b,Transit,2,2.63386700,0.036000,,,,,0.120
2101,Kepler-285,c,Transit,2,6.18667600,0.064000,,,,,0.100
2102,Kepler-286,b,Transit,4,1.79630200,0.027000,,,,,0.111
2103,Kepler-286,c,Transit,4,3.46809500,0.042000,,,,,0.122
2104,Kepler-286,d,Transit,4,5.91432300,0.061000,,,,,0.119
2105,Kepler-286,e,Transit,4,29.22128900,0.176000,,,,,0.158
2106,Kepler-287,b,Transit,2,20.34219900,0.145000,,,,,0.208
2107,Kepler-287,c,Transit,2,44.85189600,0.246000,,,,,0.291
2108,Kepler-288,b,Transit,3,6.09732600,0.065000,,,,,0.149
2109,Kepler-288,c,Transit,3,19.30577200,0.140000,,,,,0.254
2110,Kepler-288,d,Transit,3,56.63374200,0.287000,,,,,0.238
2111,Kepler-289,b,Transit,3,34.54500000,0.210000,,89.590,0.02300,Mass,0.192
2112,Kepler-289,c,Transit,3,125.85180000,0.510000,,89.794,0.42000,Mass,1.034
2113,Kepler-289,d,Transit,3,66.06340000,0.330000,,89.730,0.01300,Mass,0.239
2114,Kepler-29,b,Transit,2,10.33840000,,,,0.01419,Mass,0.299
2115,Kepler-29,c,Transit,2,13.28840000,,,,0.01259,Mass,0.280
2116,Kepler-290,b,Transit,2,14.58934700,0.110000,,,,,0.201
2117,Kepler-290,c,Transit,2,36.77031000,0.205000,,,,,0.241
2118,Kepler-291,b,Transit,2,3.54651100,0.047000,,,,,0.193
2119,Kepler-291,c,Transit,2,5.70078600,0.065000,,,,,0.168
2120,Kepler-292,b,Transit,5,2.58082700,0.035000,,,,,0.118
2121,Kepler-292,c,Transit,5,3.71533500,0.045000,,,,,0.131
2122,Kepler-292,d,Transit,5,7.05567900,0.068000,,,,,0.199
2123,Kepler-292,e,Transit,5,11.97901000,0.097000,,,,,0.238
2124,Kepler-292,f,Transit,5,20.83423700,0.141000,,,,,0.210
2125,Kepler-293,b,Transit,2,19.25419600,0.144000,,,,,0.274
2126,Kepler-293,c,Transit,2,54.15574300,0.286000,,,,,0.342
2127,Kepler-294,b,Transit,2,3.70121200,0.048000,,,,,0.158
2128,Kepler-294,c,Transit,2,6.62640000,0.071000,,,,,0.242
2129,Kepler-295,b,Transit,3,12.64516400,0.099000,,,,,0.109
2130,Kepler-295,c,Transit,3,21.52625800,0.142000,,,,,0.104
2131,Kepler-295,d,Transit,3,33.88405400,0.192000,,,,,0.121
2132,Kepler-296,b,Transit,5,10.86438400,0.079000,0.330000,,,,0.144
2133,Kepler-296,c,Transit,5,5.84163660,0.052100,0.330000,,,,0.178
2134,Kepler-296,d,Transit,5,19.85029100,0.118000,0.330000,,,,0.186
2135,Kepler-296,e,Transit,5,34.14211000,0.169000,0.330000,,,,0.136
2136,Kepler-296,f,Transit,5,63.33627000,0.255000,0.330000,,,,0.161
2137,Kepler-297,b,Transit,2,38.87182600,0.217000,,,,,0.256
2138,Kepler-297,c,Transit,2,74.92013700,0.336000,,,,,0.583
2139,Kepler-298,b,Transit,3,10.47546400,0.080000,,,,,0.175
2140,Kepler-298,c,Transit,3,22.92881000,0.136000,,,,,0.172
2141,Kepler-298,d,Transit,3,77.47363300,0.305000,,,,,0.223
2142,Kepler-299,b,Transit,4,2.92712800,0.040000,,,,,0.118
2143,Kepler-299,c,Transit,4,6.88587500,0.070000,,,,,0.236
2144,Kepler-299,d,Transit,4,15.05478600,0.118000,,,,,0.166
2145,Kepler-299,e,Transit,4,38.28548900,0.220000,,,,,0.167
2146,Kepler-30,b,Transit,3,29.33434000,0.180000,0.042000,90.179,0.03600,Mass,0.348
2147,Kepler-30,c,Transit,3,60.32310500,0.300000,0.011100,90.323,2.01000,Mass,1.097
2148,Kepler-30,d,Transit,3,143.34394000,0.500000,0.022000,89.841,0.07300,Mass,0.785
2149,Kepler-300,b,Transit,2,10.44634700,0.094000,,,,,0.149
2150,Kepler-300,c,Transit,2,40.71495500,0.232000,,,,,0.201
2151,Kepler-301,b,Transit,3,2.50855300,0.036000,,,,,0.120
2152,Kepler-301,c,Transit,3,5.41902600,0.060000,,,,,0.120
2153,Kepler-301,d,Transit,3,13.75124300,0.112000,,,,,0.156
2154,Kepler-302,b,Transit,2,30.18410400,0.193000,,,,,0.362
2155,Kepler-302,c,Transit,2,127.28218400,0.503000,,,,,1.111
2156,Kepler-303,b,Transit,2,1.93705500,0.024000,,,,,0.079
2157,Kepler-303,c,Transit,2,7.06114900,0.057000,,,,,0.102
2158,Kepler-304,b,Transit,4,3.29570900,0.039000,,,,,0.255
2159,Kepler-304,c,Transit,4,5.31594600,0.054000,,,,,0.194
2160,Kepler-304,d,Transit,4,9.65347100,0.080000,,,,,0.245
2161,Kepler-304,e,Transit,4,1.49914695,,,,,,0.107
2162,Kepler-305,b,Transit,3,5.48700000,,,,0.03300,Mass,0.321
2163,Kepler-305,c,Transit,3,8.29100000,,,,0.01900,Mass,0.294
2164,Kepler-305,d,Transit,3,16.73866100,0.121000,,,,,0.242
2165,Kepler-306,b,Transit,4,4.64618600,0.050000,,,,,0.136
2166,Kepler-306,c,Transit,4,7.24019300,0.067000,,,,,0.210
2167,Kepler-306,d,Transit,4,17.32664400,0.120000,,,,,0.220
2168,Kepler-306,e,Transit,4,44.84097500,0.227000,,,,,0.203
2169,Kepler-307,b,Transit,2,10.42080000,,,,0.02341,Mass,0.217
2170,Kepler-307,c,Transit,2,13.07290000,,,,0.01145,Mass,0.196
2171,Kepler-308,b,Transit,2,9.69492800,0.090000,,,,,0.189
2172,Kepler-308,c,Transit,2,15.38231000,0.123000,,,,,0.193
2173,Kepler-309,b,Transit,2,5.92365300,0.059000,,,,,0.139
2174,Kepler-309,c,Transit,2,105.35638300,0.401000,,,,,0.224
2175,Kepler-31,b,Transit,3,20.86130000,0.160000,,,,,0.491
2176,Kepler-31,c,Transit,3,42.63180000,0.260000,,,4.70000,Mass,0.473
2177,Kepler-31,d,Transit,3,87.64510000,0.400000,,,6.80000,Mass,0.348
2178,Kepler-310,b,Transit,3,13.93069800,0.111000,,,,,0.106
2179,Kepler-310,c,Transit,3,56.47542000,0.281000,,,,,0.302
2180,Kepler-310,d,Transit,3,92.87612500,0.392000,,,,,0.220
2181,Kepler-311,b,Transit,2,9.17609200,0.087000,,,,,0.152
2182,Kepler-311,c,Transit,2,19.73828600,0.145000,,,,,0.128
2183,Kepler-312,b,Transit,2,1.77241900,0.031000,,,,,0.115
2184,Kepler-312,c,Transit,2,19.74741200,0.153000,,,,,0.281
2185,Kepler-313,b,Transit,2,14.97041800,0.125000,,,,,0.226
2186,Kepler-313,c,Transit,2,32.27327300,0.208000,,,,,0.229
2187,Kepler-314,b,Transit,2,2.46106900,0.035000,,,,,0.074
2188,Kepler-314,c,Transit,2,5.96039200,0.064000,,,,,0.259
2189,Kepler-315,b,Transit,2,96.10114100,0.402000,,,,,0.336
2190,Kepler-315,c,Transit,2,265.46933500,0.791000,,,,,0.370
2191,Kepler-316,b,Transit,2,2.24050800,0.027000,,,,,0.095
2192,Kepler-316,c,Transit,2,6.82776600,0.058000,,,,,0.103
2193,Kepler-317,b,Transit,2,5.52424200,0.061000,,,,,0.186
2194,Kepler-317,c,Transit,2,8.77501000,0.083000,,,,,0.153
2195,Kepler-318,b,Transit,2,4.66271500,0.056000,,,,,0.420
2196,Kepler-318,c,Transit,2,11.81500700,0.105000,,,,,0.328
2197,Kepler-319,b,Transit,3,4.36270500,0.051000,,,,,0.145
2198,Kepler-319,c,Transit,3,6.94135700,0.069000,,,,,0.235
2199,Kepler-319,d,Transit,3,31.78192500,0.191000,,,,,0.204
2200,Kepler-32,b,Transit,5,5.90124000,0.050000,,,4.10000,Mass,0.196
2201,Kepler-32,c,Transit,5,8.75220000,0.090000,,,0.50000,Mass,0.178
2202,Kepler-32,d,Transit,5,22.78020000,0.130000,,,,,0.241
2203,Kepler-32,e,Transit,5,2.89600000,0.033000,,,,,0.134
2204,Kepler-32,f,Transit,5,0.74296000,0.013000,,,,,0.073
2205,Kepler-320,b,Transit,2,8.37155400,0.085000,,,,,0.102
2206,Kepler-320,c,Transit,2,17.93493700,0.142000,,,,,0.122
2207,Kepler-321,b,Transit,2,4.91537900,0.057000,,,,,0.158
2208,Kepler-321,c,Transit,2,13.09392100,0.110000,,,,,0.207
2209,Kepler-322,b,Transit,2,1.65388800,0.027000,,,,,0.090
2210,Kepler-322,c,Transit,2,4.33723400,0.051000,,,,,0.149
2211,Kepler-323,b,Transit,2,1.67832700,0.028000,,,,,0.128
2212,Kepler-323,c,Transit,2,3.55382200,0.046000,,,,,0.145
2213,Kepler-324,b,Transit,2,4.38531500,0.050000,,,,,0.102
2214,Kepler-324,c,Transit,2,51.80561200,0.260000,,,,,0.281
2215,Kepler-325,b,Transit,3,4.54443900,0.053000,,,,,0.260
2216,Kepler-325,c,Transit,3,12.76217200,0.105000,,,,,0.227
2217,Kepler-325,d,Transit,3,38.71518500,0.220000,,,,,0.249
2218,Kepler-326,b,Transit,3,2.24832900,0.032000,,,,,0.136
2219,Kepler-326,c,Transit,3,4.58035800,0.051000,,,,,0.125
2220,Kepler-326,d,Transit,3,6.76688800,0.066000,,,,,0.108
2221,Kepler-327,b,Transit,3,2.54957500,0.029000,,,,,0.099
2222,Kepler-327,c,Transit,3,5.21233300,0.047000,,,,,0.092
2223,Kepler-327,d,Transit,3,13.96945700,0.090000,,,,,0.154
2224,Kepler-328,b,Transit,2,34.92100000,,,,0.09000,Mass,0.205
2225,Kepler-328,c,Transit,2,71.31200000,,,,0.12400,Mass,0.482
2226,Kepler-329,b,Transit,2,7.41639700,0.061000,,,,,0.125
2227,Kepler-329,c,Transit,2,18.68473700,0.113000,,,,,0.172
2228,Kepler-33,b,Transit,5,5.66793000,0.067700,0.000000,86.390,,,0.155
2229,Kepler-33,c,Transit,5,13.17562000,0.118900,0.000000,88.190,,,0.285
2230,Kepler-33,d,Transit,5,21.77596000,0.166200,0.000000,88.710,,,0.477
2231,Kepler-33,e,Transit,5,31.78440000,0.213800,0.000000,88.940,,,0.359
2232,Kepler-33,f,Transit,5,41.02902000,0.253500,0.000000,89.170,,,0.398
2233,Kepler-330,b,Transit,2,8.25978000,0.075000,,,,,0.120
2234,Kepler-330,c,Transit,2,15.95538700,0.116000,,,,,0.174
2235,Kepler-331,b,Transit,3,8.45749600,0.065000,,,,,0.162
2236,Kepler-331,c,Transit,3,17.28111000,0.105000,,,,,0.164
2237,Kepler-331,d,Transit,3,32.13432800,0.159000,,,,,0.146
2238,Kepler-332,b,Transit,3,7.62632400,0.070000,,,,,0.104
2239,Kepler-332,c,Transit,3,15.99562200,0.114000,,,,,0.097
2240,Kepler-332,d,Transit,3,34.21154000,0.189000,,,,,0.105
2241,Kepler-333,b,Transit,2,12.55115800,0.087000,,,,,0.118
2242,Kepler-333,c,Transit,2,24.08821000,0.135000,,,,,0.099
2243,Kepler-334,b,Transit,3,5.47031900,0.061000,,,,,0.100
2244,Kepler-334,c,Transit,3,12.75800500,0.107000,,,,,0.128
2245,Kepler-334,d,Transit,3,25.09849000,0.168000,,,,,0.126
2246,Kepler-335,b,Transit,2,6.56233100,0.075000,,,,,0.302
2247,Kepler-335,c,Transit,2,67.84446900,0.356000,,,,,0.274
2248,Kepler-336,b,Transit,3,2.02482300,0.033000,,,,,0.091
2249,Kepler-336,c,Transit,3,9.60000100,0.092000,,,,,0.187
2250,Kepler-336,d,Transit,3,20.67877200,0.154000,,,,,0.211
2251,Kepler-337,b,Transit,2,3.29278100,0.045000,,,,,0.137
2252,Kepler-337,c,Transit,2,9.69320100,0.093000,,,,,0.183
2253,Kepler-338,b,Transit,4,13.72697600,0.117000,,,,,0.218
2254,Kepler-338,c,Transit,4,24.31085600,0.172000,,,,,0.209
2255,Kepler-338,d,Transit,4,44.43101400,0.257000,,,,,0.268
2256,Kepler-338,e,Transit Timing Variations,4,9.34100000,,,,0.02700,Mass,0.139
2257,Kepler-339,b,Transit,3,4.97765600,0.055000,,,,,0.127
2258,Kepler-339,c,Transit,3,6.98805500,0.069000,,,,,0.103
2259,Kepler-339,d,Transit,3,10.55834500,0.091000,,,,,0.104
2260,Kepler-34,b,Transit,1,288.82200000,1.089600,0.182000,90.355,0.22000,Mass,0.764
2261,Kepler-340,b,Transit,2,14.84438700,0.134000,,,,,0.226
2262,Kepler-340,c,Transit,2,22.82466900,0.178000,,,,,0.301
2263,Kepler-341,b,Transit,4,5.19552800,0.060000,,,,,0.105
2264,Kepler-341,c,Transit,4,8.01041000,0.080000,,,,,0.152
2265,Kepler-341,d,Transit,4,27.66631300,0.182000,,,,,0.165
2266,Kepler-341,e,Transit,4,42.47326900,0.242000,,,,,0.178
2267,Kepler-342,b,Transit,4,15.17031800,0.128000,,,,,0.201
2268,Kepler-342,c,Transit,4,26.23413800,0.185000,,,,,0.175
2269,Kepler-342,d,Transit,4,39.45935700,0.242000,,,,,0.222
2270,Kepler-342,e,Transit,4,1.64422461,,,,,,0.079
2271,Kepler-343,b,Transit,2,8.96855000,0.088000,,,,,0.215
2272,Kepler-343,c,Transit,2,23.22182000,0.167000,,,,,0.180
2273,Kepler-344,b,Transit,2,21.96394500,0.153000,,,,,0.233
2274,Kepler-344,c,Transit,2,125.59680900,0.488000,,,,,0.263
2275,Kepler-345,b,Transit,2,7.41556300,0.066000,,,,,0.066
2276,Kepler-345,c,Transit,2,9.38742700,0.077000,,,,,0.107
2277,Kepler-346,b,Transit,2,6.51112700,0.071000,,,,,0.237
2278,Kepler-346,c,Transit,2,23.85154900,0.168000,,,,,0.274
2279,Kepler-347,b,Transit,2,12.79836000,0.110000,,,,,0.176
2280,Kepler-347,c,Transit,2,27.32087100,0.183000,,,,,0.156
2281,Kepler-348,b,Transit,2,7.05677000,0.076000,,,,,0.136
2282,Kepler-348,c,Transit,2,17.26542700,0.138000,,,,,0.119
2283,Kepler-349,b,Transit,2,5.92977800,0.065000,,,,,0.170
2284,Kepler-349,c,Transit,2,12.24762900,0.105000,,,,,0.175
2285,Kepler-35,b,Transit,1,131.45800000,0.603470,0.042000,90.760,0.12700,Mass,0.728
2286,Kepler-350,b,Transit,3,11.18956200,0.104000,,,,,0.165
2287,Kepler-350,c,Transit,3,17.84900000,,,,0.01900,Mass,0.277
2288,Kepler-350,d,Transit,3,26.13600000,,,,0.04700,Mass,0.250
2289,Kepler-351,b,Transit,3,37.05491900,0.214000,,,,,0.273
2290,Kepler-351,c,Transit,3,57.24809000,0.287000,,,,,0.285
2291,Kepler-351,d,Transit,3,142.54424700,,,,,,0.243
2292,Kepler-352,b,Transit,2,10.05537000,0.085000,,,,,0.077
2293,Kepler-352,c,Transit,2,16.33299500,0.118000,,,,,0.111
2294,Kepler-353,b,Transit,2,5.79527800,0.051000,,,,,0.079
2295,Kepler-353,c,Transit,2,8.41089400,0.065000,,,,,0.123
2296,Kepler-354,b,Transit,3,5.47666000,0.054000,,,,,0.164
2297,Kepler-354,c,Transit,3,16.93440200,0.115000,,,,,0.117
2298,Kepler-354,d,Transit,3,24.20984200,0.146000,,,,,0.111
2299,Kepler-355,b,Transit,2,11.03189000,0.102000,,,,,0.130
2300,Kepler-355,c,Transit,2,25.76229400,0.179000,,,,,0.242
2301,Kepler-356,b,Transit,2,4.61269600,0.057000,,,,,0.140
2302,Kepler-356,c,Transit,2,13.12163200,0.115000,,,,,0.161
2303,Kepler-357,b,Transit,3,6.47543400,0.063000,,,,,0.164
2304,Kepler-357,c,Transit,3,16.85837000,0.120000,,,,,0.238
2305,Kepler-357,d,Transit,3,49.49987500,0.246000,,,,,0.306
2306,Kepler-358,b,Transit,2,34.06046700,0.210000,,,,,0.243
2307,Kepler-358,c,Transit,2,83.48836900,0.381000,,,,,0.254
2308,Kepler-359,b,Transit,3,25.56322200,0.178000,,,,,0.315
2309,Kepler-359,c,Transit,3,57.68802000,0.307000,,,,,0.384
2310,Kepler-359,d,Transit,3,77.09569100,0.372000,,,,,0.358
2311,Kepler-36,b,Transit,2,13.83989000,0.115300,0.039000,90.010,0.01400,Mass,0.133
2312,Kepler-36,c,Transit,2,16.23855000,0.128300,0.033000,89.980,0.02500,Mass,0.328
2313,Kepler-360,b,Transit,2,3.28967200,0.044000,,,,,0.147
2314,Kepler-360,c,Transit,2,7.18643400,0.075000,,,,,0.187
2315,Kepler-361,b,Transit,2,8.48661600,0.086000,,,,,0.129
2316,Kepler-361,c,Transit,2,55.18802300,0.300000,,,,,0.225
2317,Kepler-362,b,Transit,2,10.32718600,0.087000,,,,,0.079
2318,Kepler-362,c,Transit,2,37.86628100,0.207000,,,,,0.129
2319,Kepler-363,b,Transit,3,3.61456800,0.048000,,,,,0.103
2320,Kepler-363,c,Transit,3,7.54242700,0.079000,,,,,0.151
2321,Kepler-363,d,Transit,3,11.93212500,0.107000,,,,,0.183
2322,Kepler-364,b,Transit,2,25.74571800,0.178000,,,,,0.138
2323,Kepler-364,c,Transit,2,59.98062700,0.312000,,,,,0.192
2324,Kepler-365,b,Transit,2,10.66490300,0.098000,,,,,0.182
2325,Kepler-365,c,Transit,2,17.78412900,0.137000,,,,,0.146
2326,Kepler-366,b,Transit,2,3.28195900,0.045000,,,,,0.130
2327,Kepler-366,c,Transit,2,12.51616000,0.110000,,,,,0.160
2328,Kepler-367,b,Transit,2,37.81572400,0.201000,,,,,0.116
2329,Kepler-367,c,Transit,2,53.57863700,0.253000,,,,,0.107
2330,Kepler-368,b,Transit,2,26.84768000,0.186000,,,,,0.291
2331,Kepler-368,c,Transit,2,72.37933400,0.360000,,,,,0.346
2332,Kepler-369,b,Transit,2,2.73275600,0.030000,,,,,0.101
2333,Kepler-369,c,Transit,2,14.87157200,0.094000,,,,,0.126
2334,Kepler-37,b,Transit,4,13.36750000,,,,0.03146,Mass,0.029
2335,Kepler-37,c,Transit,4,21.30200000,,,,0.03776,Mass,0.067
2336,Kepler-37,d,Transit,4,39.79220000,,,,0.03839,Mass,0.173
2338,Kepler-370,b,Transit,2,4.57953000,0.054000,,,,,0.142
2339,Kepler-370,c,Transit,2,19.02293000,0.140000,,,,,0.170
2340,Kepler-371,b,Transit,2,34.76327800,0.200000,,,,,0.169
2341,Kepler-371,c,Transit,2,67.96801500,0.313000,,,,,0.159
2342,Kepler-372,b,Transit,3,6.84969200,0.075000,,,,,0.121
2343,Kepler-372,c,Transit,3,20.05376300,0.154000,,,,,0.186
2344,Kepler-372,d,Transit,3,30.09256800,0.201000,,,,,0.151
2345,Kepler-373,b,Transit,2,5.53530900,0.060000,,,,,0.121
2346,Kepler-373,c,Transit,2,16.72594800,0.126000,,,,,0.111
2347,Kepler-374,b,Transit,3,1.89780600,0.029000,,,,,0.092
2348,Kepler-374,c,Transit,3,3.28280700,0.042000,,,,,0.098
2349,Kepler-374,d,Transit,3,5.02821900,0.056000,,,,,0.117
2350,Kepler-375,b,Transit,2,12.12593400,0.101000,,,,,0.129
2351,Kepler-375,c,Transit,2,19.98632600,0.141000,,,,,0.236
2352,Kepler-376,b,Transit,2,4.92019900,0.057000,,,,,0.095
2353,Kepler-376,c,Transit,2,14.17232700,0.115000,,,,,0.160
2354,Kepler-377,b,Transit,2,12.50952900,0.109000,,,,,0.124
2355,Kepler-377,c,Transit,2,27.01497600,0.182000,,,,,0.184
2356,Kepler-378,b,Transit,2,16.09236100,0.112000,,,,,0.067
2357,Kepler-378,c,Transit,2,28.90600900,0.166000,,,,,0.062
2358,Kepler-379,b,Transit,2,20.09838000,0.152000,,,,,0.148
2359,Kepler-379,c,Transit,2,62.78469700,0.326000,,,,,0.204
2360,Kepler-38,b,Transit,1,105.59900000,0.463200,0.032000,89.442,0.38400,Mass,0.384
2361,Kepler-380,b,Transit,2,3.93082100,0.050000,,,,,0.106
2362,Kepler-380,c,Transit,2,7.63000400,0.078000,,,,,0.113
2363,Kepler-381,b,Transit,2,5.62902100,0.066000,,,,,0.088
2364,Kepler-381,c,Transit,2,13.39163500,0.117000,,,,,0.100
2365,Kepler-382,b,Transit,2,5.26215500,0.055000,,,,,0.118
2366,Kepler-382,c,Transit,2,12.16270100,0.097000,,,,,0.142
2367,Kepler-383,b,Transit,2,12.90453200,0.095000,,,,,0.118
2368,Kepler-383,c,Transit,2,31.20075100,0.172000,,,,,0.111
2369,Kepler-384,b,Transit,2,22.59705300,0.148000,,,,,0.100
2370,Kepler-384,c,Transit,2,45.34826900,0.236000,,,,,0.101
2371,Kepler-385,b,Transit,2,10.04368600,0.097000,,,,,0.244
2372,Kepler-385,c,Transit,2,15.16316100,0.127000,,,,,0.271
2373,Kepler-386,b,Transit,2,12.31043000,0.096000,,,,,0.124
2374,Kepler-386,c,Transit,2,25.19345800,0.155000,,,,,0.141
2375,Kepler-387,b,Transit,2,6.79163600,0.068000,,,,,0.092
2376,Kepler-387,c,Transit,2,11.83754900,0.098000,,,,,0.079
2377,Kepler-388,b,Transit,2,3.17331500,0.036000,,,,,0.072
2378,Kepler-388,c,Transit,2,13.29700400,0.093000,,,,,0.077
2379,Kepler-389,b,Transit,2,3.24410700,0.041000,,,,,0.135
